measurement,same_genre,different_genres
similarity,0.03,0.06
similarity,0.13,0.07
similarity,0.05,0.24
similarity,0.04,0.25
similarity,0.05,0
similarity,0.01,0.01
similarity,0.02,0.09
similarity,0.02,0.18
similarity,0.02,0.1
similarity,0.04,0.09
similarity,0.02,0.02
similarity,0.11,0.23
similarity,0.02,0.2
similarity,0,0.1
similarity,0.04,0.01
similarity,0.06,0.04
similarity,0.15,0.01
similarity,0.02,0.16
similarity,0.01,-0.01
similarity,0.14,0.06
similarity,0.14,0.09
similarity,0.03,-0.01
similarity,0.13,0.12
similarity,0.05,0.14
similarity,0.07,0.33
similarity,0.05,0.02
similarity,0.12,0.11
similarity,-0.04,0.05
similarity,-0.02,0.29
similarity,0.12,0.2
similarity,0.12,0.13
similarity,0.05,-0.01
similarity,0.11,0.03
similarity,0.03,0.03
similarity,0.17,0.02
similarity,0.16,0.15
similarity,0.1,0.06
similarity,0.16,0.11
similarity,0.11,0.16
similarity,0.05,0.19
similarity,0.26,0.22
similarity,0.2,0.19
similarity,0.05,0.06
similarity,0.12,-0.02
similarity,0.07,0.06
similarity,0.07,0.13
similarity,0,0.11
similarity,0.22,0.14
similarity,0.07,0.11
similarity,0.2,0.05
similarity,0.14,0.05
similarity,0.23,-0.02
similarity,-0.01,0.24
similarity,0.29,0.01
similarity,0.17,-0.02
similarity,0,0.06
similarity,0.07,0.17
similarity,0.03,0.04
similarity,0.36,0.08
similarity,-0.01,0.09
similarity,0.23,0
similarity,0.01,0.13
similarity,0.02,0.18
similarity,0.19,0.23
similarity,0.13,0.03
similarity,0.09,0.08
similarity,0.09,0.08
similarity,0.08,0.28
similarity,0.09,0.08
similarity,0.07,-0.01
similarity,0.04,0.14
similarity,0.08,0.08
similarity,0.05,0.06
similarity,0.06,0.25
similarity,0.08,0.07
similarity,-0.02,0.05
similarity,0.1,0.06
similarity,0.08,0.05
similarity,0.05,0.13
similarity,0.04,0.09
similarity,0,0.08
similarity,0.22,0.07
similarity,0.03,0.09
similarity,0,0.2
similarity,0.25,0.1
similarity,0.1,-0.02
similarity,0.1,0.07
similarity,0.18,-0.03
similarity,0.11,0.18
similarity,0.14,0.02
similarity,0.05,0.07
similarity,0.33,0.02
similarity,0.12,0.04
similarity,0.11,0.01
similarity,0,0.01
similarity,0.11,0.05
similarity,0.15,0.03
similarity,0.09,0.04
similarity,0.07,0.02
similarity,0,-0.03
similarity,0.04,0.05
similarity,0.21,0
similarity,0.14,0.01
similarity,0.19,-0.01
similarity,0.17,0.07
similarity,0.07,-0.03
similarity,0.19,0.14
similarity,0.09,0.07
similarity,0.09,0
similarity,0,-0.01
similarity,0.15,-0.01
similarity,0.15,0.06
similarity,-0.01,0.01
similarity,0.03,-0.01
similarity,0.02,0.06
similarity,0.02,0.01
similarity,0.22,0.26
similarity,0.19,0.12
similarity,0.01,-0.07
similarity,0.02,0.18
similarity,0.12,0.16
similarity,0.2,0.08
similarity,0.22,0.02
similarity,0.13,0.05
similarity,0.25,0
similarity,-0.08,-0.02
similarity,0.06,0.03
similarity,-0.03,0.02
similarity,0.12,0
similarity,0.3,0.03
similarity,0.12,0.02
similarity,0.13,-0.01
similarity,0.09,0.01
similarity,0.17,0.12
similarity,0.06,0.04
similarity,NA,0.15
similarity,NA,0.17
similarity,NA,0.05
similarity,NA,0.08
similarity,NA,0.07
similarity,NA,0.26
similarity,NA,0
similarity,NA,-0.03
similarity,NA,0.02
similarity,NA,0.04
similarity,NA,0.04
similarity,NA,-0.02
similarity,NA,0.07
similarity,NA,0.17
similarity,NA,0.04
similarity,NA,0.08
similarity,NA,0.04
similarity,NA,0.03
similarity,NA,0
similarity,NA,-0.02
similarity,NA,0.06
similarity,NA,0.13
similarity,NA,0.05
similarity,NA,0.07
similarity,NA,0.02
similarity,NA,0.01
similarity,NA,0.12
similarity,NA,0.05
similarity,NA,0.01
similarity,NA,0.01
similarity,NA,-0.04
similarity,NA,0.24
similarity,NA,0.23
similarity,NA,0.13
similarity,NA,-0.03
similarity,NA,0.02
similarity,NA,0.2
similarity,NA,-0.01
similarity,NA,0.06
similarity,NA,0.08
similarity,NA,0.16
similarity,NA,-0.02
similarity,NA,0.44
similarity,NA,0.1
similarity,NA,-0.05
similarity,NA,0.1
similarity,NA,0.05
similarity,NA,0.09
similarity,NA,0.19
similarity,NA,0.1
