,romance,non_romance
drum,0.0011881220626005532,0.0017398641605146832
drunken,0.0,0.0008151061234837633
dry,0.00356436618780166,0.0034797283210293664
duck,0.0023762441252011064,0.004639637761372489
dull,0.0,0.0016302122469675265
dump,0.0023762441252011064,0.0034797283210293664
dust,0.0011881220626005532,0.0017398641605146832
dwarf,0.0,0.0016302122469675265
dwell,0.0011881220626005532,0.0011599094403431222
dwindle,0.0,0.0024453183704512896
dye,0.0016698641031585818,0.0
earn,0.0,0.003260424493935053
ease,0.0011881220626005532,0.0017398641605146832
eat,0.020198075064209405,0.01565877744463215
ebb,0.0,0.0008151061234837633
echo,0.0011881220626005532,0.0034797283210293664
eclipse,0.0,0.0008151061234837633
edge,0.0016698641031585818,0.0
educate,0.0,0.0024453183704512896
effect,0.0,0.0008151061234837633
effloresce,0.0,0.0008151061234837633
ejaculate,0.0011881220626005532,0.0005799547201715611
elate,0.0016698641031585818,0.0
elect,0.0023762441252011064,0.0005799547201715611
elevate,0.0016698641031585818,0.0
eliminate,0.0,0.0057057428643863435
elongate,0.0,0.0008151061234837633
elope,0.0,0.0008151061234837633
elude,0.0,0.0016302122469675265
emaciate,0.0,0.0016302122469675265
emanate,0.0,0.0008151061234837633
embarrass,0.0011881220626005532,0.0028997736008578054
embrace,0.0023762441252011064,0.0005799547201715611
emerge,0.0023762441252011064,0.004639637761372489
emphasize,0.0023762441252011064,0.0005799547201715611
employ,0.0,0.0016302122469675265
empty,0.0011881220626005532,0.0005799547201715611
emulate,0.0016698641031585818,0.0
enable,0.0,0.003260424493935053
enact,0.0,0.0008151061234837633
enamel,0.0033397282063171636,0.0
encase,0.0,0.0008151061234837633
enchant,0.0011881220626005532,0.0005799547201715611
encircle,0.0011881220626005532,0.0005799547201715611
enclose,0.0023762441252011064,0.0011599094403431222
encounter,0.0023762441252011064,0.0023198188806862444
encourage,0.004752488250402213,0.0011599094403431222
encrust,0.0016698641031585818,0.0
end,0.00356436618780166,0.006959456642058733
endeavor,0.0,0.0008151061234837633
endorse,0.0,0.0008151061234837633
endow,0.0016698641031585818,0.0
endure,0.0011881220626005532,0.0028997736008578054
enervate,0.0,0.0008151061234837633
enforce,0.0,0.0016302122469675265
engage,0.0011881220626005532,0.0028997736008578054
engineer,0.0,0.0008151061234837633
engulf,0.0,0.0016302122469675265
enjoy,0.01425746475120664,0.009279275522744978
enlighten,0.0,0.0008151061234837633
enrol,0.0033397282063171636,0.0
enroll,0.0016698641031585818,0.0
ensue,0.0,0.0016302122469675265
entail,0.0011881220626005532,0.0005799547201715611
enter,0.013069342688606086,0.01739864160514683
entertain,0.0011881220626005532,0.0023198188806862444
entitle,0.0011881220626005532,0.0005799547201715611
entrust,0.0,0.0008151061234837633
entwine,0.0016698641031585818,0.0
envenom,0.0016698641031585818,0.0
envision,0.0016698641031585818,0.0
envy,0.0023762441252011064,0.0005799547201715611
equate,0.0,0.0008151061234837633
equip,0.0,0.0008151061234837633
err,0.0,0.0008151061234837633
erupt,0.0,0.0008151061234837633
escape,0.0011881220626005532,0.008119366082401856
escort,0.0,0.0024453183704512896
establish,0.0,0.0024453183704512896
estimate,0.0,0.0016302122469675265
estrange,0.0016698641031585818,0.0
etch,0.0,0.0008151061234837633
even,0.005940610313002766,0.008699320802573416
evict,0.0016698641031585818,0.0
evolve,0.0,0.0008151061234837633
exaggerate,0.0,0.0024453183704512896
exalt,0.0011881220626005532,0.0005799547201715611
examine,0.004752488250402213,0.008119366082401856
exasperate,0.0,0.0008151061234837633
exceed,0.0,0.0008151061234837633
exchange,0.0,0.003260424493935053
excise,0.0,0.0008151061234837633
excite,0.0011881220626005532,0.004639637761372489
exclaim,0.00356436618780166,0.0034797283210293664
exclude,0.0,0.0016302122469675265
excuse,0.0023762441252011064,0.0011599094403431222
execute,0.0,0.0008151061234837633
exercise,0.0011881220626005532,0.0005799547201715611
exert,0.0,0.0016302122469675265
exhale,0.0,0.0024453183704512896
exhaust,0.0023762441252011064,0.0023198188806862444
exhibit,0.0016698641031585818,0.0
exist,0.0023762441252011064,0.0034797283210293664
expand,0.0023762441252011064,0.0017398641605146832
expect,0.008316854438203873,0.024938052967377125
expel,0.0,0.0008151061234837633
experience,0.004752488250402213,0.0011599094403431222
expire,0.0,0.0008151061234837633
explain,0.015445586813807193,0.015078822724460587
explode,0.0,0.0057057428643863435
exploit,0.0,0.0024453183704512896
explore,0.0,0.0040755306174188165
expose,0.0011881220626005532,0.0017398641605146832
express,0.0011881220626005532,0.0028997736008578054
expunge,0.0,0.0008151061234837633
extend,0.0011881220626005532,0.005799547201715611
exterminate,0.0,0.0008151061234837633
extricate,0.0,0.0008151061234837633
exude,0.0,0.0008151061234837633
eye,0.0023762441252011064,0.004639637761372489
face,0.00712873237560332,0.015078822724460587
fade,0.0011881220626005532,0.004639637761372489
fail,0.005940610313002766,0.009279275522744978
faint,0.0,0.0008151061234837633
fake,0.0,0.0008151061234837633
fall,0.011881220626005532,0.01565877744463215
falter,0.0011881220626005532,0.0005799547201715611
fan,0.0,0.0024453183704512896
fancy,0.0,0.0008151061234837633
farm,0.0,0.003260424493935053
fascinate,0.00356436618780166,0.0011599094403431222
fashion,0.0,0.0008151061234837633
fasten,0.0,0.0008151061234837633
father,0.0,0.0008151061234837633
favor,0.00356436618780166,0.0005799547201715611
fear,0.00356436618780166,0.0034797283210293664
feast,0.0016698641031585818,0.0
feather,0.0011881220626005532,0.0005799547201715611
feature,0.0033397282063171636,0.0
fee,0.0011881220626005532,0.0011599094403431222
feed,0.004752488250402213,0.0028997736008578054
feel,0.053465492817024896,0.03189750960943586
feign,0.0,0.0008151061234837633
feint,0.0,0.0008151061234837633
fell,0.016633708876407746,0.014498868004289027
felt,0.0760398120064354,0.05451574369612674
fence,0.0,0.0008151061234837633
ferment,0.0016698641031585818,0.0
ferret,0.0016698641031585818,0.0
fetch,0.006679456412634327,0.0
field,0.0011881220626005532,0.0005799547201715611
figger,0.0,0.0024453183704512896
figgered,0.0,0.0008151061234837633
fight,0.010693098563404979,0.01623873216480371
figure,0.00712873237560332,0.007539411362230294
filch,0.0016698641031585818,0.0
file,0.0,0.0016302122469675265
fill,0.008316854438203873,0.019718460485833075
film,0.0,0.0040755306174188165
filter,0.0,0.0008151061234837633
finance,0.0033397282063171636,0.0
find,0.07722793406903596,0.09917225714933695
fine,0.0016698641031585818,0.0
finger,0.0011881220626005532,0.0005799547201715611
fingerprint,0.0,0.0008151061234837633
finish,0.009504976500804426,0.02261823408669088
fire,0.004752488250402213,0.009859230242916538
fish,0.0,0.0040755306174188165
fisted,0.0,0.0008151061234837633
fit,0.004752488250402213,0.004639637761372489
fix,0.004752488250402213,0.013338958563945905
flail,0.0,0.003260424493935053
flame,0.0016698641031585818,0.0
flank,0.0,0.0016302122469675265
flap,0.0,0.003260424493935053
flare,0.0,0.0016302122469675265
flash,0.0011881220626005532,0.008119366082401856
flatten,0.0011881220626005532,0.0011599094403431222
flatter,0.0016698641031585818,0.0
flaunt,0.0,0.0008151061234837633
flee,0.0023762441252011064,0.00521959248154405
fleet,0.0,0.0008151061234837633
flex,0.0,0.0016302122469675265
flick,0.0023762441252011064,0.0023198188806862444
flicker,0.0,0.0016302122469675265
flinch,0.0,0.0008151061234837633
fling,0.0,0.006520848987870106
flip,0.0011881220626005532,0.0034797283210293664
flng,0.0,0.0008151061234837633
float,0.0011881220626005532,0.0023198188806862444
flog,0.0011881220626005532,0.0005799547201715611
flood,0.0,0.0016302122469675265
floodlight,0.0016698641031585818,0.0
flop,0.0,0.0040755306174188165
flounder,0.0,0.0008151061234837633
flourish,0.0,0.0008151061234837633
flow,0.0011881220626005532,0.0005799547201715611
flower,0.0016698641031585818,0.0
flush,0.00356436618780166,0.0017398641605146832
flutter,0.0011881220626005532,0.0017398641605146832
fly,0.005940610313002766,0.012759003843774343
foam,0.0,0.0008151061234837633
focus,0.0023762441252011064,0.0034797283210293664
foil,0.0016698641031585818,0.0
fold,0.005940610313002766,0.0034797283210293664
follow,0.021386197126809958,0.038277011531323034
fool,0.0,0.0040755306174188165
forbear,0.0016698641031585818,0.0
forbid,0.0011881220626005532,0.0011599094403431222
force,0.005940610313002766,0.014498868004289027
forebearing,0.0016698641031585818,0.0
forebode,0.0,0.0008151061234837633
forecast,0.0,0.0008151061234837633
foreclose,0.0,0.0016302122469675265
forego,0.0,0.0016302122469675265
foresee,0.0,0.0016302122469675265
forge,0.0016698641031585818,0.0
forget,0.01425746475120664,0.019718460485833075
forgive,0.004752488250402213,0.004059683041200928
fork,0.004752488250402213,0.0005799547201715611
form,0.0023762441252011064,0.004639637761372489
fort,0.0,0.0024453183704512896
fortify,0.0,0.0008151061234837633
foul,0.0,0.0016302122469675265
found,0.0,0.0008151061234837633
frame,0.0023762441252011064,0.0023198188806862444
fray,0.0011881220626005532,0.0005799547201715611
free,0.0011881220626005532,0.0023198188806862444
freeze,0.005940610313002766,0.005799547201715611
frequent,0.0,0.0008151061234837633
freshen,0.0,0.0008151061234837633
fret,0.0011881220626005532,0.0005799547201715611
frighten,0.00712873237560332,0.01101913968325966
frizzle,0.0,0.0016302122469675265
front,0.0,0.0008151061234837633
froth,0.0,0.0008151061234837633
frown,0.005940610313002766,0.005799547201715611
frustrate,0.0,0.0008151061234837633
fry,0.0,0.0016302122469675265
fulfil,0.0016698641031585818,0.0
fumble,0.0011881220626005532,0.0028997736008578054
fume,0.0011881220626005532,0.0005799547201715611
function,0.0,0.0024453183704512896
furl,0.0,0.0008151061234837633
furnish,0.0023762441252011064,0.0011599094403431222
furrow,0.0016698641031585818,0.0
fuss,0.0011881220626005532,0.0005799547201715611
gag,0.0011881220626005532,0.0005799547201715611
gain,0.0023762441252011064,0.0011599094403431222
gamble,0.0011881220626005532,0.0034797283210293664
game,0.0,0.0008151061234837633
gang,0.0011881220626005532,0.0005799547201715611
gap,0.0011881220626005532,0.0011599094403431222
garb,0.0,0.0008151061234837633
garden,0.0,0.0016302122469675265
garland,0.0,0.0008151061234837633
gasp,0.0023762441252011064,0.0034797283210293664
gather,0.008316854438203873,0.008119366082401856
gauge,0.0,0.0008151061234837633
gaze,0.004752488250402213,0.0017398641605146832
gentle,0.0,0.0008151061234837633
gesticulate,0.0,0.0008151061234837633
gesture,0.0,0.0024453183704512896
get,0.25069375520871673,0.2743185826411484
geyser,0.0,0.0008151061234837633
ghost,0.0,0.0008151061234837633
giggle,0.0016698641031585818,0.0
gild,0.0016698641031585818,0.0
gimme,0.0,0.0008151061234837633
gird,0.0,0.0008151061234837633
git,0.0011881220626005532,0.0011599094403431222
give,0.10336661944624813,0.0910528910669351
glamorize,0.0,0.0008151061234837633
glance,0.008316854438203873,0.0104391849630881
glare,0.005940610313002766,0.0005799547201715611
glaze,0.0,0.0008151061234837633
gleam,0.0023762441252011064,0.0028997736008578054
glide,0.0,0.0008151061234837633
glimpse,0.0016698641031585818,0.0
glint,0.0,0.0008151061234837633
glisten,0.0023762441252011064,0.004059683041200928
glitter,0.0,0.0024453183704512896
gloat,0.0,0.0008151061234837633
glom,0.0,0.0008151061234837633
glorify,0.0023762441252011064,0.0005799547201715611
glory,0.0016698641031585818,0.0
gloved,0.0011881220626005532,0.0005799547201715611
glow,0.0023762441252011064,0.0011599094403431222
glower,0.0,0.0040755306174188165
glue,0.0033397282063171636,0.0
gnash,0.0,0.0008151061234837633
gnaw,0.0,0.0008151061234837633
go,0.3041592480257416,0.318395141374187
goad,0.0,0.0008151061234837633
gobble,0.0016698641031585818,0.0
goin,0.0,0.003260424493935053
gonna,0.004752488250402213,0.00521959248154405
gorge,0.0,0.0008151061234837633
gossip,0.0016698641031585818,0.0
gotta,0.0011881220626005532,0.0017398641605146832
gouge,0.0,0.0024453183704512896
govern,0.0,0.0008151061234837633
grab,0.0023762441252011064,0.012759003843774343
graduate,0.0011881220626005532,0.0011599094403431222
grant,0.0023762441252011064,0.0005799547201715611
grapple,0.0011881220626005532,0.0011599094403431222
grasp,0.0023762441252011064,0.0028997736008578054
grate,0.0,0.0008151061234837633
gray,0.0,0.003260424493935053
graze,0.0,0.0024453183704512896
grease,0.0016698641031585818,0.0
green,0.0016698641031585818,0.0
greet,0.0023762441252011064,0.0023198188806862444
grey,0.0,0.0008151061234837633
grieve,0.0,0.0008151061234837633
grimace,0.0011881220626005532,0.0017398641605146832
grime,0.0,0.0008151061234837633
grin,0.010693098563404979,0.011599094403431221
grind,0.0011881220626005532,0.0028997736008578054
grip,0.00356436618780166,0.00521959248154405
groan,0.0023762441252011064,0.0011599094403431222
grok,0.0,0.0040755306174188165
grokked,0.0,0.003260424493935053
grokking,0.0,0.0008151061234837633
groom,0.0023762441252011064,0.0005799547201715611
groove,0.0016698641031585818,0.0
grope,0.0,0.0057057428643863435
ground,0.0011881220626005532,0.0005799547201715611
grow,0.030891173627614385,0.028997736008578055
growl,0.0,0.003260424493935053
grunt,0.0011881220626005532,0.004059683041200928
guard,0.0023762441252011064,0.0017398641605146832
guess,0.0178218309390083,0.018558551045489955
guide,0.0011881220626005532,0.004639637761372489
gulp,0.0,0.0008151061234837633
gum,0.0016698641031585818,0.0
gun,0.0,0.0008151061234837633
gush,0.0011881220626005532,0.0017398641605146832
gutter,0.0,0.0008151061234837633
guy,0.0,0.0008151061234837633
guzzle,0.0,0.0008151061234837633
hack,0.0,0.0008151061234837633
hafta,0.0,0.0008151061234837633
hail,0.0,0.0016302122469675265
hallucinate,0.0,0.0008151061234837633
halt,0.0011881220626005532,0.004639637761372489
hammer,0.0,0.0016302122469675265
hand,0.00356436618780166,0.011599094403431221
handle,0.00356436618780166,0.005799547201715611
hang,0.015445586813807193,0.028997736008578055
hanker,0.0,0.0008151061234837633
happen,0.036831783940617153,0.03711710209097991
harangue,0.0016698641031585818,0.0
harass,0.0,0.0016302122469675265
harbor,0.0,0.0024453183704512896
harden,0.0,0.0008151061234837633
harm,0.0016698641031585818,0.0
harness,0.0,0.0008151061234837633
harry,0.0,0.0008151061234837633
harshen,0.0016698641031585818,0.0
harvest,0.0,0.0008151061234837633
hasten,0.0011881220626005532,0.0005799547201715611
hat,0.008316854438203873,0.005799547201715611
hate,0.009504976500804426,0.004639637761372489
haul,0.0011881220626005532,0.0028997736008578054
haunt,0.0023762441252011064,0.0034797283210293664
hay,0.0,0.0008151061234837633
head,0.0011881220626005532,0.018558551045489955
heal,0.0011881220626005532,0.0011599094403431222
hear,0.0689110796308321,0.07249434002144513
heat,0.0,0.0024453183704512896
heave,0.0,0.004890636740902579
heed,0.0,0.0016302122469675265
heft,0.0,0.0008151061234837633
heighten,0.0,0.0008151061234837633
heist,0.0,0.0008151061234837633
help,0.032079295690214935,0.0313175548892643
hem,0.0011881220626005532,0.0005799547201715611
herd,0.0,0.0008151061234837633
hesitate,0.00712873237560332,0.008699320802573416
hev,0.0,0.0008151061234837633
hevin,0.0,0.0024453183704512896
hide,0.00356436618780166,0.012759003843774343
hike,0.0011881220626005532,0.0005799547201715611
hinder,0.0,0.0016302122469675265
hint,0.0011881220626005532,0.0011599094403431222
hire,0.0011881220626005532,0.004639637761372489
hiss,0.0011881220626005532,0.0005799547201715611
hit,0.008316854438203873,0.023198188806862443
hitch,0.0,0.0016302122469675265
hobble,0.0011881220626005532,0.0005799547201715611
hold,0.03920802806581826,0.045816422893553324
holler,0.0,0.0016302122469675265
holstered,0.0,0.0024453183704512896
honeymoon,0.0011881220626005532,0.0011599094403431222
honor,0.0,0.0016302122469675265
hook,0.0023762441252011064,0.0017398641605146832
hop,0.016633708876407746,0.01565877744463215
hope,0.008316854438203873,0.00521959248154405
horrify,0.0011881220626005532,0.0011599094403431222
house,0.0023762441252011064,0.0005799547201715611
hover,0.0,0.0016302122469675265
howl,0.0011881220626005532,0.0011599094403431222
huddle,0.00356436618780166,0.0017398641605146832
hug,0.0,0.006520848987870106
hum,0.0011881220626005532,0.0011599094403431222
humiliate,0.0011881220626005532,0.0005799547201715611
humor,0.0023762441252011064,0.0005799547201715611
hunch,0.0,0.0024453183704512896
hunker,0.0,0.0016302122469675265
hunt,0.00356436618780166,0.005799547201715611
hurdle,0.0,0.0016302122469675265
hurl,0.0023762441252011064,0.0034797283210293664
hurry,0.004752488250402213,0.012759003843774343
hurt,0.008316854438203873,0.006379501921887172
hurtle,0.0023762441252011064,0.0017398641605146832
hush,0.0016698641031585818,0.0
hustle,0.0,0.003260424493935053
hyphenate,0.0011881220626005532,0.0005799547201715611
identify,0.0011881220626005532,0.00521959248154405
idle,0.0016698641031585818,0.0
ignore,0.004752488250402213,0.006379501921887172
illuminate,0.0,0.0016302122469675265
illumine,0.0,0.0008151061234837633
illustrate,0.0023762441252011064,0.0011599094403431222
imagine,0.0178218309390083,0.008119366082401856
imbibe,0.0,0.0008151061234837633
imitate,0.0023762441252011064,0.0005799547201715611
immerse,0.0,0.0008151061234837633
impede,0.0,0.0008151061234837633
impel,0.0016698641031585818,0.0
imperilled,0.0,0.0008151061234837633
impinge,0.0011881220626005532,0.0005799547201715611
implore,0.0,0.0016302122469675265
imply,0.0011881220626005532,0.0005799547201715611
impose,0.0,0.0016302122469675265
impress,0.0023762441252011064,0.0034797283210293664
imprison,0.0033397282063171636,0.0
improve,0.0011881220626005532,0.0011599094403431222
incarcerate,0.0016698641031585818,0.0
incense,0.0,0.0008151061234837633
incite,0.0,0.0008151061234837633
incline,0.0011881220626005532,0.0011599094403431222
include,0.0023762441252011064,0.004059683041200928
increase,0.0011881220626005532,0.005799547201715611
indicate,0.0011881220626005532,0.009279275522744978
indict,0.0,0.0008151061234837633
indispose,0.0,0.0016302122469675265
indulge,0.0011881220626005532,0.0011599094403431222
infect,0.0016698641031585818,0.0
infer,0.0,0.0008151061234837633
inflect,0.0,0.0016302122469675265
inflict,0.0,0.0016302122469675265
influence,0.0016698641031585818,0.0
inform,0.00356436618780166,0.006379501921887172
infuriate,0.0016698641031585818,0.0
ingest,0.0,0.0016302122469675265
inhabit,0.0,0.0024453183704512896
inhale,0.0,0.0008151061234837633
inherit,0.0,0.0040755306174188165
injure,0.0011881220626005532,0.0017398641605146832
inquire,0.0,0.00733595511135387
inscribe,0.0,0.0008151061234837633
insert,0.0011881220626005532,0.0011599094403431222
insist,0.008316854438203873,0.00521959248154405
inspect,0.0023762441252011064,0.0011599094403431222
inspire,0.0,0.0008151061234837633
instal,0.0023762441252011064,0.0017398641605146832
instigate,0.0016698641031585818,0.0
instruct,0.0011881220626005532,0.0023198188806862444
insult,0.0011881220626005532,0.0011599094403431222
insure,0.0011881220626005532,0.0005799547201715611
intend,0.004752488250402213,0.0028997736008578054
intensify,0.0,0.0008151061234837633
intercept,0.0,0.0024453183704512896
interest,0.00712873237560332,0.005799547201715611
interfere,0.0011881220626005532,0.0017398641605146832
interject,0.0,0.0008151061234837633
interlace,0.0011881220626005532,0.0005799547201715611
interpret,0.0011881220626005532,0.0011599094403431222
interrupt,0.004752488250402213,0.006379501921887172
intersect,0.0,0.0008151061234837633
intertwine,0.0,0.0016302122469675265
interview,0.0,0.0016302122469675265
interweave,0.0,0.0008151061234837633
intimate,0.0016698641031585818,0.0
intone,0.0,0.0024453183704512896
intoxicate,0.0016698641031585818,0.0
intrigue,0.0,0.0008151061234837633
introduce,0.0023762441252011064,0.0017398641605146832
intrude,0.0,0.0008151061234837633
invade,0.0,0.0016302122469675265
invent,0.0,0.0008151061234837633
invert,0.0,0.0008151061234837633
invest,0.0016698641031585818,0.0
investigate,0.0011881220626005532,0.0023198188806862444
invigorate,0.0016698641031585818,0.0
invite,0.0011881220626005532,0.0028997736008578054
involve,0.004752488250402213,0.009279275522744978
iron,0.0016698641031585818,0.0
irritate,0.0,0.0016302122469675265
isolate,0.0011881220626005532,0.0011599094403431222
issue,0.0023762441252011064,0.0011599094403431222
itch,0.0,0.0040755306174188165
jab,0.0,0.0008151061234837633
jade,0.0,0.0008151061234837633
jam,0.0023762441252011064,0.0011599094403431222
jangle,0.0,0.0008151061234837633
jar,0.0,0.0008151061234837633
jeopardize,0.0,0.0008151061234837633
jerk,0.004752488250402213,0.00521959248154405
jest,0.0,0.0008151061234837633
jet,0.0,0.0008151061234837633
jiggle,0.0016698641031585818,0.0
jilt,0.0016698641031585818,0.0
jimmy,0.0,0.0008151061234837633
jingle,0.0011881220626005532,0.0005799547201715611
join,0.004752488250402213,0.013918913284117465
joke,0.00356436618780166,0.0023198188806862444
jolly,0.0016698641031585818,0.0
jolt,0.0016698641031585818,0.0
jot,0.0016698641031585818,0.0
judge,0.0011881220626005532,0.0034797283210293664
jumble,0.0,0.0008151061234837633
jump,0.00356436618780166,0.015078822724460587
justify,0.0011881220626005532,0.0005799547201715611
jut,0.0,0.0008151061234837633
kayo,0.0,0.0008151061234837633
keel,0.0,0.0008151061234837633
keep,0.07485168994383486,0.05741551729698455
kick,0.0,0.009781273481805158
kid,0.0023762441252011064,0.0023198188806862444
kidnap,0.0,0.0008151061234837633
kill,0.020198075064209405,0.03711710209097991
kin,0.0,0.0008151061234837633
kiss,0.005940610313002766,0.009859230242916538
kneel,0.004752488250402213,0.004059683041200928
knit,0.0011881220626005532,0.0005799547201715611
knock,0.004752488250402213,0.008119366082401856
knot,0.0,0.0016302122469675265
know,0.21505009333070013,0.2250224314265657
knuckle,0.0,0.0008151061234837633
label,0.0,0.0008151061234837633
lace,0.0016698641031585818,0.0
lacerate,0.0011881220626005532,0.0005799547201715611
lack,0.0011881220626005532,0.0011599094403431222
lam,0.0,0.0016302122469675265
lance,0.0,0.0008151061234837633
land,0.0011881220626005532,0.004639637761372489
landscape,0.0,0.0008151061234837633
lap,0.0033397282063171636,0.0
lapse,0.0,0.0024453183704512896
lash,0.0,0.003260424493935053
last,0.004752488250402213,0.0028997736008578054
latch,0.0,0.0016302122469675265
lather,0.0,0.0008151061234837633
laugh,0.027326807439812726,0.017978596325318393
launch,0.0,0.0024453183704512896
lay,0.01900995300160885,0.03247746432960742
lead,0.01425746475120664,0.020298415206004637
leaf,0.0016698641031585818,0.0
leak,0.0,0.0008151061234837633
lean,0.015445586813807193,0.013918913284117465
leap,0.0023762441252011064,0.009859230242916538
learn,0.005940610313002766,0.015078822724460587
lease,0.0,0.0008151061234837633
leave,0.08435666644463928,0.0864132533055626
leavin,0.0,0.0016302122469675265
leer,0.0,0.0024453183704512896
lend,0.0,0.0008151061234837633
lengthen,0.0,0.0008151061234837633
lessen,0.0023762441252011064,0.0005799547201715611
let,0.060594225192628214,0.048716196494411126
letter,0.0016698641031585818,0.0
level,0.0,0.0040755306174188165
liberate,0.0,0.0008151061234837633
lick,0.004752488250402213,0.0023198188806862444
lie,0.013069342688606086,0.0104391849630881
lift,0.00712873237560332,0.01565877744463215
light,0.004752488250402213,0.017978596325318393
lighten,0.0016698641031585818,0.0
like,0.048713004566622684,0.03711710209097991
likee,0.0016698641031585818,0.0
liken,0.0016698641031585818,0.0
lilt,0.0,0.0008151061234837633
limit,0.0011881220626005532,0.005799547201715611
limp,0.0011881220626005532,0.0017398641605146832
line,0.0011881220626005532,0.0017398641605146832
linger,0.0011881220626005532,0.0023198188806862444
link,0.0011881220626005532,0.0017398641605146832
lionize,0.0,0.0008151061234837633
list,0.0,0.0016302122469675265
listen,0.032079295690214935,0.023198188806862443
litter,0.0011881220626005532,0.0011599094403431222
live,0.04752488250402213,0.04697633233389645
load,0.0011881220626005532,0.0028997736008578054
loaf,0.0016698641031585818,0.0
loathe,0.0011881220626005532,0.0005799547201715611
locate,0.0,0.0057057428643863435
lock,0.0023762441252011064,0.008119366082401856
log,0.0016698641031585818,0.0
long,0.0023762441252011064,0.0005799547201715611
look,0.18891140795348796,0.14672854420340495
looky,0.0,0.0008151061234837633
loom,0.0011881220626005532,0.0028997736008578054
loop,0.0,0.0008151061234837633
loosen,0.004752488250402213,0.0005799547201715611
loot,0.0,0.0016302122469675265
lose,0.020198075064209405,0.024938052967377125
lounge,0.0011881220626005532,0.0011599094403431222
louse,0.0,0.0016302122469675265
loused,0.0,0.0008151061234837633
love,0.036831783940617153,0.012759003843774343
lower,0.004752488250402213,0.004059683041200928
lubricate,0.0016698641031585818,0.0
lug,0.006679456412634327,0.0
lumber,0.0016698641031585818,0.0
lunge,0.0,0.0024453183704512896
lurch,0.0011881220626005532,0.0034797283210293664
lure,0.0,0.0008151061234837633
lurk,0.0,0.0008151061234837633
madden,0.0,0.0008151061234837633
magnify,0.0,0.003260424493935053
maht,0.0,0.0008151061234837633
mail,0.0011881220626005532,0.0005799547201715611
maintain,0.0,0.0040755306174188165
make,0.15920835638847414,0.199504423739017
maltreat,0.0,0.0008151061234837633
man,0.0011881220626005532,0.0005799547201715611
manage,0.005940610313002766,0.008699320802573416
maneuver,0.0011881220626005532,0.0011599094403431222
manipulate,0.0,0.0016302122469675265
manufacture,0.0033397282063171636,0.0
map,0.0,0.0008151061234837633
mar,0.0011881220626005532,0.0005799547201715611
marbleize,0.0016698641031585818,0.0
march,0.0,0.0008151061234837633
marinate,0.0,0.0008151061234837633
mark,0.00712873237560332,0.005799547201715611
marry,0.02257431918941051,0.018558551045489955
marshal,0.0016698641031585818,0.0
marvel,0.0,0.0008151061234837633
mash,0.0,0.0008151061234837633
mask,0.0,0.0008151061234837633
mass,0.0016698641031585818,0.0
massage,0.0,0.0008151061234837633
match,0.0023762441252011064,0.0034797283210293664
materialize,0.0,0.0008151061234837633
matter,0.00712873237560332,0.007539411362230294
mature,0.0,0.0008151061234837633
may,0.013069342688606086,0.017978596325318393
mean,0.02851492950241328,0.04523646817338176
meander,0.0,0.0016302122469675265
measure,0.0,0.004890636740902579
meddle,0.0,0.0008151061234837633
meet,0.029703051565013832,0.020298415206004637
meld,0.0,0.0008151061234837633
melt,0.0023762441252011064,0.0023198188806862444
memorize,0.0011881220626005532,0.0023198188806862444
menace,0.0,0.0008151061234837633
mend,0.0,0.0016302122469675265
mention,0.011881220626005532,0.005799547201715611
merge,0.0,0.003260424493935053
merit,0.0,0.0008151061234837633
mesmerize,0.0,0.0008151061234837633
mess,0.0011881220626005532,0.0011599094403431222
meted,0.0,0.0008151061234837633
might,0.060594225192628214,0.07829388722316075
migrate,0.0016698641031585818,0.0
mill,0.0011881220626005532,0.0005799547201715611
mind,0.009504976500804426,0.01101913968325966
mine,0.0011881220626005532,0.0023198188806862444
mingle,0.0023762441252011064,0.0017398641605146832
misguide,0.0016698641031585818,0.0
misjudge,0.0,0.0008151061234837633
misplace,0.0,0.003260424493935053
misquote,0.0,0.0008151061234837633
misrelated,0.0,0.0008151061234837633
miss,0.013069342688606086,0.012759003843774343
mistake,0.0011881220626005532,0.0028997736008578054
mistrust,0.0,0.0016302122469675265
misunderstand,0.0,0.003260424493935053
misuse,0.0,0.0008151061234837633
miswritten,0.0016698641031585818,0.0
mitigate,0.0,0.0008151061234837633
mix,0.0023762441252011064,0.0011599094403431222
moan,0.0,0.0016302122469675265
mock,0.0,0.003260424493935053
moisten,0.0,0.0024453183704512896
mold,0.0,0.0008151061234837633
molest,0.0,0.0008151061234837633
mollify,0.0016698641031585818,0.0
moor,0.0,0.0008151061234837633
mop,0.0011881220626005532,0.0011599094403431222
motion,0.0,0.0024453183704512896
moulder,0.0,0.0008151061234837633
mount,0.00356436618780166,0.004059683041200928
mourn,0.0016698641031585818,0.0
mouth,0.0,0.0008151061234837633
move,0.042772394253619915,0.05451574369612674
muck,0.0,0.0016302122469675265
muddle,0.0016698641031585818,0.0
muddy,0.0,0.0016302122469675265
muffle,0.0,0.0024453183704512896
multiply,0.0,0.0008151061234837633
mumble,0.0023762441252011064,0.0017398641605146832
munch,0.0,0.0008151061234837633
murder,0.004752488250402213,0.004059683041200928
murmur,0.00356436618780166,0.008699320802573416
muse,0.0023762441252011064,0.0011599094403431222
must,0.05465361487962545,0.04349660401286708
musta,0.0,0.0008151061234837633
